Bank,Account Number,Loan Type,Investor Code,Borrower,Property Address,Property Type,Product Line,State,Region,Occupancy Code,Stop Code,Account Officer,Loan Closing Date,Maturity Date,Next Payment Due Date,Payment Due Amount,Delinquency Type,# Days Past Due,Total Bank Balance,Charge Off Amount,Original Appraisal Amount,Appraisal Value,Appraisal Date,FICO,Total Loan To Value,Last Payment Received Date,Last Payment Received Amount,Suspense Balance,DDA/Sav Acct#,DDA/Sav Account Balance,Latest Contact Date,Latest Attempt Date
East West Bank,EWB-1000286,Conventional,PRIV,Borrower 286,"232 Main St, Unit 18",Residential Property (1-4 Units),CR1,MA,West,2,FC,Susan Martinez,2023-11-06,2053-10-29,2026-04-20,3694,60-Day Delinquent,60,702574,0,1012312,1264402,2023-10-22,814,55.57,2025-12-23,2593,197,DDA-42055,3528,2026-03-01,2026-03-21
East West Bank,EWB-1000287,Conventional,FNMA,Borrower 287,"813 Main St, Unit 33",Commercial & Multi-Family (5+ Units),CR1,CA,North,4,DIS,Matthew Moore,2023-08-24,2053-08-16,2026-04-20,3387,Current,0,122579,0,150404,185248,2023-08-09,794,66.17,2025-12-28,3154,532,DDA-30426,20523,2026-02-20,2026-03-16
East West Bank,EWB-1000288,ARM,EWB-INT,Borrower 288,"8049 Main St, Unit 17",Commercial & Multi-Family (5+ Units),LC1,NJ,South,3,LOSS,Barbara Taylor,2023-06-29,2053-06-21,2026-04-20,3421,Current,0,862317,0,1473483,1744994,2023-06-14,585,49.42,2025-12-29,4528,41,DDA-52865,2503,2026-03-18,2026-03-21
East West Bank,EWB-1000289,Specialty,FHLMC,Borrower 289,"1773 Main St, Unit 10",Commercial & Multi-Family (5+ Units),CE1,NY,North,1,M,James Miller,2022-12-20,2052-12-12,2026-04-20,3808,60-Day Delinquent,60,650154,0,1034574,960004,2022-12-05,719,67.72,2025-11-19,2645,437,DDA-60521,31891,2026-02-21,2026-03-18
East West Bank,EWB-1000290,Foreign National,FHLMC,Borrower 290,"3732 Main St, Unit 50",Residential Property (1-4 Units),CS1,TX,West,2,SII,Barbara Taylor,2023-01-14,2053-01-06,2026-04-20,2651,30-Day Delinquent,30,347072,0,492786,566884,2022-12-30,720,61.22,2025-12-29,3943,896,DDA-23503,18871,2026-02-21,2026-03-19
East West Bank,EWB-1000291,Conventional,GNMA,Borrower 291,"8249 Main St, Unit 47",Commercial & Multi-Family (5+ Units),HE1,NJ,North,2,DIS,Sandra Garcia,2022-11-21,2052-11-13,2026-04-20,3796,Current,0,277329,0,350244,355713,2022-11-06,768,77.96,2025-11-27,4161,81,DDA-26814,27188,2026-03-06,2026-03-16
East West Bank,EWB-1000292,Foreign National,PRIV,Borrower 292,"9090 Main St, Unit 19",Commercial & Multi-Family (5+ Units),CS1,VA,West,3,BK,Nancy Jackson,2022-05-25,2052-05-17,2026-04-20,3445,90-Day Delinquent,120,192813,327,313273,401203,2022-05-10,640,48.06,2025-12-22,1901,679,DDA-98794,23978,2026-03-17,2026-03-20
East West Bank,EWB-1000293,Conventional,GNMA,Borrower 293,"9982 Main St, Unit 44",Residential Property (1-4 Units),CS1,CA,North,2,M,Donald Martinez,2022-12-27,2052-12-19,2026-04-20,3193,Current,0,1057223,0,1237341,1313570,2022-12-12,771,80.48,2025-11-23,4745,339,DDA-60949,6035,2026-03-20,2026-03-16
East West Bank,EWB-1000294,ARM,FHLMC,Borrower 294,"6059 Main St, Unit 17",Commercial & Multi-Family (5+ Units),CR1,IL,East,2,LEG,Linda Garcia,2022-02-17,2052-02-10,2026-04-20,4958,Current,0,914022,0,1084604,1244996,2022-02-02,683,73.42,2025-11-16,4381,702,DDA-70752,16893,2026-03-18,2026-03-18
East West Bank,EWB-1000295,Specialty,GNMA,Borrower 295,"6659 Main St, Unit 18",Commercial & Multi-Family (5+ Units),CE1,CA,West,3,BK,Richard Davis,2023-03-12,2053-03-04,2026-04-20,4845,Current,0,1185016,0,1399728,1373619,2023-02-25,795,86.27,2025-12-01,4432,907,DDA-28383,44007,2026-03-11,2026-03-16
East West Bank,EWB-1000296,Construction,FNMA,Borrower 296,"8351 Main St, Unit 50",Commercial & Multi-Family (5+ Units),HE1,TX,North,4,TRNS,John Smith,2022-04-01,2052-03-24,2026-04-20,3474,30-Day Delinquent,30,137270,0,242193,252369,2022-03-17,758,54.39,2025-12-18,4934,551,DDA-94133,12271,2026-03-18,2026-03-18
East West Bank,EWB-1000297,ARM,FHLMC,Borrower 297,"8412 Main St, Unit 22",Residential Property (1-4 Units),CS1,CA,West,2,PIF,Nancy Jackson,2023-01-26,2053-01-18,2026-04-20,3467,Current,0,1236370,0,1336887,1315687,2023-01-11,750,93.97,2025-12-16,4858,450,DDA-43663,10380,2026-02-24,2026-03-20
East West Bank,EWB-1000298,ARM,GNMA,Borrower 298,"6306 Main St, Unit 43",Commercial & Multi-Family (5+ Units),CR1,NJ,North,3,TRNS,Robert Brown,2023-08-14,2053-08-06,2026-04-20,1782,Current,0,336723,0,658153,656423,2023-07-30,746,51.3,2025-12-07,1174,389,DDA-21222,25969,2026-02-20,2026-03-17
East West Bank,EWB-1000299,Lot Loan,EWB-INT,Borrower 299,"1621 Main St, Unit 47",Residential Property (1-4 Units),HE1,IL,West,4,DIS,Karen Anderson,2022-01-28,2052-01-21,2026-04-20,2909,Current,0,713174,0,768362,712548,2022-01-13,716,100.09,2025-12-31,2355,507,DDA-89710,26619,2026-02-22,2026-03-21
East West Bank,EWB-1000300,Equity,EWB-INT,Borrower 300,"1033 Main St, Unit 17",Commercial & Multi-Family (5+ Units),CR1,CA,West,1,LEG,Margaret Harris,2022-08-01,2052-07-24,2026-04-20,3409,Current,0,442366,0,790053,820318,2022-07-17,626,53.93,2025-11-05,4421,952,DDA-49026,35223,2026-03-16,2026-03-16
East West Bank,EWB-1000301,Construction,FHLMC,Borrower 301,"5641 Main St, Unit 50",Residential Property (1-4 Units),CR1,CA,East,2,DIS,Christopher Thomas,2022-03-27,2052-03-19,2026-04-20,1317,90-Day Delinquent,120,150237,151,275917,314139,2022-03-12,692,47.83,2025-11-09,2451,960,DDA-62661,44689,2026-03-06,2026-03-18
East West Bank,EWB-1000302,Lot Loan,FNMA,Borrower 302,"9691 Main St, Unit 7",Commercial & Multi-Family (5+ Units),HE1,IL,South,1,DIS,Emily Watson,2022-03-22,2052-03-14,2026-04-20,2716,90-Day Delinquent,90,510667,2019,848168,909644,2022-03-07,611,56.14,2025-12-29,2608,585,DDA-10746,29216,2026-03-20,2026-03-17
East West Bank,EWB-1000303,ARM,FHLMC,Borrower 303,"1305 Main St, Unit 3",Commercial & Multi-Family (5+ Units),CE1,NY,North,3,PIF,Sandra Garcia,2022-02-14,2052-02-07,2026-04-20,4174,Current,0,306892,0,431342,456981,2022-01-30,676,67.16,2025-11-27,3488,641,DDA-34412,13763,2026-03-07,2026-03-20
East West Bank,EWB-1000304,Construction,GNMA,Borrower 304,"5129 Main St, Unit 37",Residential Property (1-4 Units),CE1,NJ,East,2,LEG,Christopher Thomas,2022-01-07,2051-12-31,2026-04-20,4053,Current,0,896091,0,1242814,1437726,2021-12-23,581,62.33,2025-11-28,2075,66,DDA-41863,36027,2026-03-01,2026-03-19
East West Bank,EWB-1000305,Conventional,PRIV,Borrower 305,"1951 Main St, Unit 37",Commercial & Multi-Family (5+ Units),CS1,CA,East,4,PIF,Susan Martinez,2023-07-01,2053-06-23,2026-04-20,2202,60-Day Delinquent,60,849147,0,1014141,1133787,2023-06-16,692,74.89,2025-11-16,3711,757,DDA-60839,4569,2026-03-08,2026-03-18
East West Bank,EWB-1000306,Foreign National,GNMA,Borrower 306,"5430 Main St, Unit 38",Commercial & Multi-Family (5+ Units),CS1,FL,South,1,DIS,Michael Chen,2023-10-27,2053-10-19,2026-04-20,2504,30-Day Delinquent,30,286020,0,465826,488108,2023-10-12,806,58.6,2025-12-15,4209,749,DDA-14426,3102,2026-03-20,2026-03-20
East West Bank,EWB-1000307,Lot Loan,FHLMC,Borrower 307,"5345 Main St, Unit 12",Commercial & Multi-Family (5+ Units),LC1,CA,East,2,DIS,Michael Chen,2023-02-05,2053-01-28,2026-04-20,3869,90-Day Delinquent,90,386615,2405,477359,461082,2023-01-21,807,83.85,2025-12-11,2964,976,DDA-36838,8245,2026-02-26,2026-03-19
East West Bank,EWB-1000308,ARM,FNMA,Borrower 308,"9653 Main St, Unit 34",Commercial & Multi-Family (5+ Units),HE1,NY,East,2,LOSS,Michael Chen,2023-05-12,2053-05-04,2026-04-20,3649,Current,0,97681,0,156949,179909,2023-04-27,586,54.29,2025-11-07,4243,19,DDA-38230,26828,2026-03-13,2026-03-21
East West Bank,EWB-1000309,ARM,FNMA,Borrower 309,"5038 Main St, Unit 28",Residential Property (1-4 Units),CS1,TX,North,1,DIS,Christopher Thomas,2022-09-07,2052-08-30,2026-04-20,4717,30-Day Delinquent,30,724254,0,812301,879065,2022-08-23,734,82.39,2025-12-26,4518,952,DDA-34594,10602,2026-02-25,2026-03-16
East West Bank,EWB-1000310,Foreign National,PRIV,Borrower 310,"5552 Main St, Unit 17",Residential Property (1-4 Units),CR1,FL,South,4,SII,Karen Anderson,2023-03-04,2053-02-24,2026-04-20,1273,Current,0,777561,0,930722,1060220,2023-02-17,754,73.34,2026-01-01,1720,64,DDA-12404,41301,2026-03-15,2026-03-20
East West Bank,EWB-1000311,Lot Loan,FNMA,Borrower 311,"9157 Main St, Unit 13",Residential Property (1-4 Units),LC1,FL,West,3,BK,Sarah Jenkins,2023-01-26,2053-01-18,2026-04-20,1288,90-Day Delinquent,90,325414,4830,626467,777530,2023-01-11,641,41.85,2025-11-06,3680,925,DDA-40609,19490,2026-03-05,2026-03-18
East West Bank,EWB-1000312,Specialty,FHLMC,Borrower 312,"5552 Main St, Unit 9",Commercial & Multi-Family (5+ Units),LC1,FL,North,2,TRNS,Patricia Hernandez,2023-09-29,2053-09-21,2026-04-20,1430,Current,0,745997,0,1124304,1317447,2023-09-14,654,56.62,2025-11-29,4388,892,DDA-71720,10934,2026-03-19,2026-03-19
East West Bank,EWB-1000313,Equity,PRIV,Borrower 313,"5250 Main St, Unit 26",Residential Property (1-4 Units),HE1,NJ,North,4,DIS,John Smith,2023-03-23,2053-03-15,2026-04-20,1802,60-Day Delinquent,60,303346,0,400875,413871,2023-03-08,621,73.29,2025-12-05,3670,516,DDA-91232,11800,2026-03-12,2026-03-17
East West Bank,EWB-1000314,Foreign National,EWB-INT,Borrower 314,"2997 Main St, Unit 38",Commercial & Multi-Family (5+ Units),CR1,TX,East,1,REO,Christopher Thomas,2023-10-04,2053-09-26,2026-04-20,3008,Current,0,662971,0,857689,1020385,2023-09-19,750,64.97,2025-12-06,2239,584,DDA-80273,42564,2026-02-22,2026-03-16
East West Bank,EWB-1000315,Lot Loan,PRIV,Borrower 315,"5958 Main St, Unit 30",Residential Property (1-4 Units),CR1,NY,West,2,M,Michael Chen,2023-09-27,2053-09-19,2026-04-20,1403,90-Day Delinquent,90,775987,2670,1446516,1639770,2023-09-12,669,47.32,2025-11-24,2182,346,DDA-70779,37304,2026-03-05,2026-03-18
East West Bank,EWB-1000316,Foreign National,GNMA,Borrower 316,"3286 Main St, Unit 1",Commercial & Multi-Family (5+ Units),CS1,GA,East,4,TRNS,Emily Watson,2022-02-19,2052-02-12,2026-04-20,2321,60-Day Delinquent,60,1194463,0,1415040,1797400,2022-02-04,606,66.46,2026-01-01,2782,579,DDA-20203,19751,2026-03-08,2026-03-18
East West Bank,EWB-1000317,Conventional,GNMA,Borrower 317,"6785 Main St, Unit 7",Commercial & Multi-Family (5+ Units),LC1,WA,West,3,REO,Christopher Thomas,2023-05-08,2053-04-30,2026-04-20,2341,Current,0,709367,0,800199,926455,2023-04-23,709,76.57,2025-11-22,2222,546,DDA-50768,21710,2026-03-06,2026-03-20
East West Bank,EWB-1000318,Lot Loan,PRIV,Borrower 318,"800 Main St, Unit 8",Residential Property (1-4 Units),LC1,WA,East,4,M,Christopher Thomas,2023-02-15,2053-02-07,2026-04-20,4782,Current,0,706663,0,1009909,986026,2023-01-31,672,71.67,2025-12-26,3983,82,DDA-41885,43927,2026-02-23,2026-03-20
East West Bank,EWB-1000319,Construction,EWB-INT,Borrower 319,"6916 Main St, Unit 18",Commercial & Multi-Family (5+ Units),LC1,WA,North,4,REO,Margaret Harris,2022-10-24,2052-10-16,2026-04-20,4686,Current,0,560867,0,744124,680594,2022-10-09,814,82.41,2025-12-30,3580,642,DDA-79443,23934,2026-02-24,2026-03-19
East West Bank,EWB-1000320,Equity,PRIV,Borrower 320,"8542 Main St, Unit 2",Commercial & Multi-Family (5+ Units),CR1,FL,South,2,PIF,Emily Watson,2022-01-24,2052-01-17,2026-04-20,4123,Current,0,230390,0,408090,505465,2022-01-09,788,45.58,2025-11-13,4558,76,DDA-95582,13674,2026-03-20,2026-03-19
East West Bank,EWB-1000321,Conventional,FNMA,Borrower 321,"2570 Main St, Unit 48",Commercial & Multi-Family (5+ Units),LC1,CA,East,4,DIS,Nancy Jackson,2022-06-07,2052-05-30,2026-04-20,1843,Current,0,507455,0,921954,1178706,2022-05-23,696,43.05,2025-12-15,2242,159,DDA-80174,32522,2026-03-05,2026-03-19
East West Bank,EWB-1000322,Lot Loan,EWB-INT,Borrower 322,"2555 Main St, Unit 45",Commercial & Multi-Family (5+ Units),SP1,IL,West,2,SII,Christopher Thomas,2022-06-11,2052-06-03,2026-04-20,4168,Current,0,665752,0,829574,962590,2022-05-27,783,69.16,2025-12-11,3685,66,DDA-14764,31648,2026-03-07,2026-03-19
East West Bank,EWB-1000323,Foreign National,PRIV,Borrower 323,"6852 Main St, Unit 6",Residential Property (1-4 Units),CR1,TX,South,2,M,Daniel Martin,2022-11-27,2052-11-19,2026-04-20,2221,Current,0,334475,0,352846,418133,2022-11-12,607,79.99,2025-12-09,3842,5,DDA-27177,22589,2026-03-18,2026-03-21
East West Bank,EWB-1000324,ARM,EWB-INT,Borrower 324,"3106 Main St, Unit 10",Commercial & Multi-Family (5+ Units),HE1,VA,North,2,SII,Nancy Jackson,2022-02-13,2052-02-06,2026-04-20,2279,Current,0,708657,0,1222647,1169076,2022-01-29,738,60.62,2026-01-01,2126,907,DDA-74038,12165,2026-03-18,2026-03-17
East West Bank,EWB-1000325,ARM,FNMA,Borrower 325,"469 Main St, Unit 24",Residential Property (1-4 Units),SP1,GA,West,2,BK,Emily Watson,2022-09-30,2052-09-22,2026-04-20,4723,Current,0,900130,0,1062259,1314775,2022-09-15,716,68.46,2025-12-16,2662,293,DDA-56236,31534,2026-03-17,2026-03-18
East West Bank,EWB-1000326,Specialty,FHLMC,Borrower 326,"5600 Main St, Unit 1",Commercial & Multi-Family (5+ Units),CE1,NY,North,1,FC,Jessica Taylor,2022-10-28,2052-10-20,2026-04-20,3325,Current,0,750212,0,1455794,1349897,2022-10-13,638,55.58,2025-11-10,3622,914,DDA-85151,19958,2026-03-17,2026-03-16
East West Bank,EWB-1000327,Foreign National,EWB-INT,Borrower 327,"8073 Main St, Unit 35",Residential Property (1-4 Units),CR1,WA,South,1,M,Patricia Hernandez,2022-11-28,2052-11-20,2026-04-20,1063,90-Day Delinquent,90,538452,1126,576650,635620,2022-11-13,685,84.71,2025-12-11,4188,243,DDA-42497,12114,2026-03-17,2026-03-19
East West Bank,EWB-1000328,Construction,EWB-INT,Borrower 328,"9776 Main St, Unit 47",Commercial & Multi-Family (5+ Units),HE1,GA,West,3,REO,Nancy Jackson,2022-03-02,2052-02-23,2026-04-20,4783,30-Day Delinquent,30,906725,0,1078818,1145973,2022-02-15,629,79.12,2025-11-04,3962,968,DDA-57390,24670,2026-02-28,2026-03-21
East West Bank,EWB-1000329,Specialty,PRIV,Borrower 329,"1103 Main St, Unit 16",Commercial & Multi-Family (5+ Units),CR1,VA,East,4,BK,Karen Anderson,2023-06-18,2053-06-10,2026-04-20,2731,Current,0,850666,0,1309771,1459679,2023-06-03,744,58.28,2025-11-25,1637,346,DDA-77320,23562,2026-03-06,2026-03-19
East West Bank,EWB-1000330,ARM,PRIV,Borrower 330,"4279 Main St, Unit 44",Commercial & Multi-Family (5+ Units),CR1,NJ,East,3,TRNS,Patricia Hernandez,2022-04-17,2052-04-09,2026-04-20,1316,Current,0,252643,0,435205,495298,2022-04-02,769,51.01,2025-11-06,2869,409,DDA-38552,2041,2026-02-23,2026-03-19
East West Bank,EWB-1000331,Foreign National,FHLMC,Borrower 331,"3462 Main St, Unit 30",Commercial & Multi-Family (5+ Units),SP1,FL,North,4,DIS,Charles Wilson,2023-06-05,2053-05-28,2026-04-20,3179,Current,0,247899,0,280560,298570,2023-05-21,814,83.03,2025-12-30,4669,149,DDA-73559,27811,2026-02-19,2026-03-16
East West Bank,EWB-1000332,Conventional,FNMA,Borrower 332,"5780 Main St, Unit 3",Commercial & Multi-Family (5+ Units),CE1,IL,East,3,BK,Karen Anderson,2022-11-03,2052-10-26,2026-04-20,3027,Current,0,242608,0,297979,298989,2022-10-19,616,81.14,2025-12-21,1057,514,DDA-25857,16748,2026-03-06,2026-03-21
East West Bank,EWB-1000333,Foreign National,FHLMC,Borrower 333,"9027 Main St, Unit 20",Commercial & Multi-Family (5+ Units),LC1,NJ,West,2,DIS,Barbara Taylor,2023-11-10,2053-11-02,2026-04-20,1171,Current,0,145970,0,201745,190051,2023-10-26,717,76.81,2025-12-31,2103,684,DDA-43440,20491,2026-03-09,2026-03-20
East West Bank,EWB-1000334,Conventional,PRIV,Borrower 334,"9416 Main St, Unit 8",Commercial & Multi-Family (5+ Units),CS1,TX,West,4,LEG,Susan Martinez,2022-10-17,2052-10-09,2026-04-20,3537,Current,0,151018,0,241865,297181,2022-10-02,594,50.82,2025-11-05,1070,343,DDA-17873,48237,2026-03-09,2026-03-20
East West Bank,EWB-1000335,Conventional,FNMA,Borrower 335,"2207 Main St, Unit 21",Commercial & Multi-Family (5+ Units),CR1,FL,East,1,BK,Karen Anderson,2023-12-31,2053-12-23,2026-04-20,1960,30-Day Delinquent,30,934547,0,1222200,1354693,2023-12-16,641,68.99,2025-12-25,4755,919,DDA-81508,30305,2026-03-18,2026-03-19
East West Bank,EWB-1000336,Specialty,FHLMC,Borrower 336,"7302 Main St, Unit 43",Residential Property (1-4 Units),CE1,TX,South,2,FC,Susan Martinez,2023-07-10,2053-07-02,2026-04-20,4980,Current,0,552035,0,959006,1151571,2023-06-25,605,47.94,2025-11-29,3138,705,DDA-61404,28265,2026-02-21,2026-03-18
East West Bank,EWB-1000337,Lot Loan,FNMA,Borrower 337,"6793 Main St, Unit 32",Residential Property (1-4 Units),HE1,VA,North,3,TRNS,Susan Martinez,2023-02-09,2053-02-01,2026-04-20,3692,30-Day Delinquent,30,658293,0,1077982,1330657,2023-01-25,663,49.47,2025-11-06,2562,583,DDA-32977,31953,2026-03-18,2026-03-18
East West Bank,EWB-1000338,Equity,PRIV,Borrower 338,"9624 Main St, Unit 28",Residential Property (1-4 Units),LC1,NY,East,3,TRNS,Sarah Jenkins,2023-04-04,2053-03-27,2026-04-20,2241,Current,0,782172,0,1178202,1391841,2023-03-20,585,56.2,2025-12-02,3696,545,DDA-49909,18066,2026-03-04,2026-03-19
East West Bank,EWB-1000339,Conventional,EWB-INT,Borrower 339,"5560 Main St, Unit 4",Residential Property (1-4 Units),CR1,NJ,North,2,TRNS,Jessica Taylor,2022-08-31,2052-08-23,2026-04-20,1885,90-Day Delinquent,90,177691,1930,333868,375354,2022-08-16,651,47.34,2025-11-24,3644,427,DDA-23974,9075,2026-02-25,2026-03-20
East West Bank,EWB-1000340,Specialty,EWB-INT,Borrower 340,"5927 Main St, Unit 25",Residential Property (1-4 Units),SP1,IL,North,3,LEG,Sandra Garcia,2022-09-24,2052-09-16,2026-04-20,4601,Current,0,598329,0,738579,862249,2022-09-09,754,69.39,2025-12-29,3644,953,DDA-74898,24552,2026-03-09,2026-03-19
East West Bank,EWB-1000341,ARM,GNMA,Borrower 341,"5627 Main St, Unit 49",Commercial & Multi-Family (5+ Units),LC1,NY,East,3,SII,Linda Garcia,2023-09-20,2053-09-12,2026-04-20,3005,60-Day Delinquent,60,791576,0,1064032,1304746,2023-09-05,643,60.67,2025-11-07,4534,82,DDA-32599,8889,2026-03-06,2026-03-20
East West Bank,EWB-1000342,Specialty,GNMA,Borrower 342,"7107 Main St, Unit 43",Residential Property (1-4 Units),HE1,IL,East,4,PIF,Daniel Martin,2023-01-24,2053-01-16,2026-04-20,3436,Current,0,898909,0,1067559,1119348,2023-01-09,754,80.31,2025-11-12,3509,376,DDA-22651,31387,2026-03-18,2026-03-19
East West Bank,EWB-1000343,Foreign National,EWB-INT,Borrower 343,"6879 Main St, Unit 30",Commercial & Multi-Family (5+ Units),CR1,GA,North,3,DIS,Matthew Moore,2023-10-20,2053-10-12,2026-04-20,2077,Current,0,454964,0,539593,689241,2023-10-05,670,66.01,2025-11-12,1731,503,DDA-88436,14862,2026-02-27,2026-03-17
East West Bank,EWB-1000344,Conventional,GNMA,Borrower 344,"8527 Main St, Unit 21",Residential Property (1-4 Units),CR1,MA,West,2,PIF,Sandra Garcia,2023-03-20,2053-03-12,2026-04-20,2424,60-Day Delinquent,60,130916,0,217661,268096,2023-03-05,785,48.83,2025-12-15,3412,833,DDA-45019,29812,2026-03-04,2026-03-18
East West Bank,EWB-1000345,Construction,FNMA,Borrower 345,"3930 Main St, Unit 35",Commercial & Multi-Family (5+ Units),CS1,NY,North,4,BK,Matthew Moore,2023-12-08,2053-11-30,2026-04-20,2011,Current,0,253280,0,416765,508861,2023-11-23,775,49.77,2025-12-24,4355,752,DDA-46534,24033,2026-03-08,2026-03-21
East West Bank,EWB-1000346,Equity,FNMA,Borrower 346,"3332 Main St, Unit 43",Residential Property (1-4 Units),HE1,FL,North,2,PIF,Daniel Martin,2022-01-12,2052-01-05,2026-04-20,4932,Current,0,1314952,0,1457506,1632647,2021-12-28,736,80.54,2025-12-21,4993,458,DDA-27868,27633,2026-02-28,2026-03-16
East West Bank,EWB-1000347,Lot Loan,GNMA,Borrower 347,"2578 Main St, Unit 36",Residential Property (1-4 Units),SP1,TX,South,2,M,Lisa Williams,2023-08-04,2053-07-27,2026-04-20,1668,30-Day Delinquent,30,769296,0,954462,928511,2023-07-20,802,82.85,2025-11-27,1959,927,DDA-93491,38551,2026-02-27,2026-03-20
East West Bank,EWB-1000348,Foreign National,FNMA,Borrower 348,"4386 Main St, Unit 24",Commercial & Multi-Family (5+ Units),CR1,TX,East,3,PIF,Donald Martinez,2023-02-20,2053-02-12,2026-04-20,3446,60-Day Delinquent,60,314488,0,598874,604352,2023-02-05,720,52.04,2025-11-07,4587,26,DDA-86137,11861,2026-03-08,2026-03-21
East West Bank,EWB-1000349,Conventional,FNMA,Borrower 349,"7933 Main St, Unit 9",Commercial & Multi-Family (5+ Units),HE1,NY,North,3,REO,John Smith,2022-08-15,2052-08-07,2026-04-20,4544,Current,0,827115,0,1173980,1261949,2022-07-31,777,65.54,2025-11-30,3275,190,DDA-89734,28210,2026-02-28,2026-03-18
East West Bank,EWB-1000350,Lot Loan,GNMA,Borrower 350,"5803 Main St, Unit 1",Residential Property (1-4 Units),HE1,TX,South,3,SII,Robert Brown,2023-08-20,2053-08-12,2026-04-20,4731,90-Day Delinquent,90,625767,714,763157,710911,2023-08-05,647,88.02,2025-11-16,2717,828,DDA-64474,42872,2026-02-26,2026-03-17
East West Bank,EWB-1000351,Foreign National,FNMA,Borrower 351,"4593 Main St, Unit 19",Commercial & Multi-Family (5+ Units),CE1,GA,West,1,TRNS,Sandra Garcia,2022-01-13,2052-01-06,2026-04-20,2900,Current,0,772272,0,1365502,1739607,2021-12-29,698,44.39,2025-11-06,4056,991,DDA-92339,2888,2026-03-01,2026-03-17
East West Bank,EWB-1000352,Lot Loan,EWB-INT,Borrower 352,"4604 Main St, Unit 6",Commercial & Multi-Family (5+ Units),LC1,CA,West,4,BK,Sandra Garcia,2023-11-26,2053-11-18,2026-04-20,4079,Current,0,333787,0,581734,650205,2023-11-11,616,51.34,2025-12-06,3935,178,DDA-16144,16198,2026-03-08,2026-03-21
East West Bank,EWB-1000353,Foreign National,PRIV,Borrower 353,"2622 Main St, Unit 47",Commercial & Multi-Family (5+ Units),CS1,VA,South,4,SII,Jessica Taylor,2022-11-18,2052-11-10,2026-04-20,3306,Current,0,259773,0,371897,481402,2022-11-03,580,53.96,2025-12-08,4552,250,DDA-57565,27946,2026-02-20,2026-03-20
East West Bank,EWB-1000354,Conventional,GNMA,Borrower 354,"1555 Main St, Unit 38",Residential Property (1-4 Units),CS1,GA,South,4,BK,Lisa Williams,2023-08-12,2053-08-04,2026-04-20,3677,Current,0,222797,0,245462,235529,2023-07-28,757,94.59,2025-12-04,1459,810,DDA-46394,8362,2026-02-24,2026-03-19
East West Bank,EWB-1000355,Conventional,EWB-INT,Borrower 355,"3175 Main St, Unit 44",Residential Property (1-4 Units),HE1,NJ,West,2,PIF,Patricia Hernandez,2023-01-06,2052-12-29,2026-04-20,1252,Current,0,862705,0,920173,870681,2022-12-22,725,99.08,2025-11-13,2899,691,DDA-46846,18222,2026-02-27,2026-03-20
East West Bank,EWB-1000356,Foreign National,EWB-INT,Borrower 356,"4723 Main St, Unit 11",Residential Property (1-4 Units),SP1,FL,South,4,DIS,Robert Brown,2023-03-16,2053-03-08,2026-04-20,1259,Current,0,618138,0,808956,1026212,2023-03-01,769,60.23,2025-11-29,3493,147,DDA-78604,43762,2026-03-08,2026-03-21
