Bank,Account Number,Loan Type,Investor Code,Borrower,Property Address,Property Type,Product Line,State,Occup Code,Stop Code,Account Officer,Loan Closing Date,Maturity Date,Next Payment Due Date,Payment Due Amount,Delinquency Type,# Days Past Due,Total Bank Balance,Charge off Amount,Orig Appraisal Amount,Orig Appraisal Date,Appraisal Value,Appraisal Date,FICO,Total LTV,Last Payment Received Date,Last Payment Received Amount,Suspense Balance,DDA/Sav Acct#,DDA/Sav Account Balance,Latest Contact Date,Latest Attempt Date,Resp 5/9
East West Bank,EWB-1000334,Lot Loan,FHLMC,Borrower 334,"7679 Main St, Unit 46",Commercial & Multi-Family (5+ Units),HE1,MA,2,LOSS,Sandra Garcia,2022-01-24,2052-01-17,2026-04-21,4679,Current,0,1181708,0,1356308,2021-12-25,1577264,2025-05-19,775,74.92,2026-03-03,1767,115,SAV-48028,38462,2026-03-08,2026-03-18,Y
East West Bank,EWB-1000335,Specialty,FNMA,Borrower 335,"8728 Main St, Unit 18",Commercial & Multi-Family (5+ Units),SP1,IL,3,PIF,James Miller,2023-12-20,2053-12-12,2026-04-21,2059,Current,0,272193,0,288563,2023-11-20,321599,2025-08-13,596,84.64,2026-03-13,1646,250,SAV-77800,25709,2026-03-15,2026-03-20,Y
East West Bank,EWB-1000336,Equity,GNMA,Borrower 336,"6407 Main St, Unit 26",Residential Property (1-4 Units),SP1,MA,1,LOSS,Margaret Harris,2023-06-26,2053-06-18,2026-04-21,1307,60-Day Delinquent,60,406046,0,476032,2023-05-27,606498,2026-01-30,699,66.95,2026-03-05,2403,445,SAV-30746,45243,2026-03-07,2026-03-21,Y
East West Bank,EWB-1000337,Lot Loan,GNMA,Borrower 337,"2914 Main St, Unit 33",Residential Property (1-4 Units),CE1,MA,2,DIS,James Miller,2022-07-26,2052-07-18,2026-04-21,2951,Current,0,1031050,0,1313950,2022-06-26,1680329,2025-05-12,783,61.36,2026-02-13,2713,368,SAV-66241,37601,2026-03-09,2026-03-19,NA
East West Bank,EWB-1000338,Construction,FNMA,Borrower 338,"2447 Main St, Unit 32",Residential Property (1-4 Units),CR1,NJ,1,SII,Joseph White,2022-07-08,2052-06-30,2026-04-21,3485,30-Day Delinquent,30,517248,0,1023698,2022-06-08,930814,2025-02-05,586,55.57,2026-03-05,2932,23,SAV-76873,33037,2026-03-20,2026-03-19,N
East West Bank,EWB-1000339,Foreign National,FHLMC,Borrower 339,"5236 Main St, Unit 19",Residential Property (1-4 Units),CE1,GA,2,TRNS,David Rodriguez,2022-04-19,2052-04-11,2026-04-21,2172,Current,0,591060,0,1111568,2022-03-20,1329059,2024-05-16,658,44.47,2026-03-12,2001,284,SAV-52552,27380,2026-03-14,2026-03-19,NA
East West Bank,EWB-1000340,ARM,GNMA,Borrower 340,"9351 Main St, Unit 39",Commercial & Multi-Family (5+ Units),LC1,TX,3,LEG,Michael Chen,2022-07-24,2052-07-16,2026-04-21,2083,60-Day Delinquent,60,358651,0,439226,2022-06-24,523654,2024-07-31,605,68.49,2026-01-26,2450,129,SAV-16431,7853,2026-03-21,2026-03-22,Y
East West Bank,EWB-1000341,Conventional,FNMA,Borrower 341,"7190 Main St, Unit 24",Residential Property (1-4 Units),CE1,CA,1,DIS,Michael Chen,2023-06-03,2053-05-26,2026-04-21,2178,Current,0,1041908,0,1342673,2023-05-04,1367937,2025-05-12,583,76.17,2026-03-12,1585,251,SAV-91796,26337,2026-03-09,2026-03-17,Y
East West Bank,EWB-1000342,Lot Loan,FHLMC,Borrower 342,"3037 Main St, Unit 24",Commercial & Multi-Family (5+ Units),CE1,VA,2,SII,James Miller,2022-12-10,2052-12-02,2026-04-21,2806,Current,0,698533,0,1074044,2022-11-10,1249073,2024-10-20,618,55.92,2026-03-09,2790,308,SAV-95322,30894,2026-03-17,2026-03-22,NA
East West Bank,EWB-1000343,Conventional,FNMA,Borrower 343,"2783 Main St, Unit 33",Commercial & Multi-Family (5+ Units),LC1,IL,3,TRNS,Sandra Garcia,2022-03-16,2052-03-08,2026-04-21,1799,Current,0,882162,0,1168652,2022-02-14,1220627,2025-09-17,654,72.27,2026-03-17,3309,162,SAV-67649,19162,2026-03-19,2026-03-20,N
East West Bank,EWB-1000344,Construction,FNMA,Borrower 344,"8725 Main St, Unit 29",Commercial & Multi-Family (5+ Units),CS1,MA,1,DIS,Charles Wilson,2023-03-27,2053-03-19,2026-04-21,2773,Current,0,429414,0,464451,2023-02-25,603411,2026-01-30,606,71.16,2026-01-31,1709,3,SAV-15692,4913,2026-03-09,2026-03-22,NA
East West Bank,EWB-1000345,Lot Loan,FNMA,Borrower 345,"4752 Main St, Unit 46",Residential Property (1-4 Units),LC1,MA,4,LOSS,Thomas Thompson,2022-02-05,2052-01-29,2026-04-21,3960,90-Day Delinquent,90,784541,3718,918747,2022-01-06,980461,2024-12-08,671,80.02,2026-03-03,3307,191,SAV-43779,25763,2026-03-07,2026-03-18,N
East West Bank,EWB-1000346,Construction,PRIV,Borrower 346,"8122 Main St, Unit 21",Commercial & Multi-Family (5+ Units),CR1,VA,1,DIS,Matthew Moore,2022-05-12,2052-05-04,2026-04-21,4544,30-Day Delinquent,30,1089985,0,1411519,2022-04-12,1322799,2025-11-29,841,82.4,2026-02-24,2706,252,SAV-94252,15071,2026-03-17,2026-03-19,N
East West Bank,EWB-1000347,Conventional,PRIV,Borrower 347,"3429 Main St, Unit 27",Residential Property (1-4 Units),CS1,MA,3,FC,Matthew Moore,2022-05-12,2052-05-04,2026-04-21,3268,60-Day Delinquent,60,302168,0,540530,2022-04-12,673398,2024-10-02,836,44.87,2026-03-18,3943,468,SAV-69839,36273,2026-03-15,2026-03-22,Y
East West Bank,EWB-1000348,Specialty,EWB-INT,Borrower 348,"7821 Main St, Unit 14",Commercial & Multi-Family (5+ Units),CE1,GA,4,REO,Nancy Jackson,2023-04-11,2053-04-03,2026-04-21,1385,Current,0,1215881,0,1445269,2023-03-12,1502807,2024-09-12,741,80.91,2026-03-16,3286,445,SAV-81254,48423,2026-03-22,2026-03-19,Y
East West Bank,EWB-1000349,Specialty,PRIV,Borrower 349,"2282 Main St, Unit 6",Residential Property (1-4 Units),CR1,CA,4,PIF,Matthew Moore,2022-05-12,2052-05-04,2026-04-21,4074,Current,0,1033774,0,1436936,2022-04-12,1610778,2024-09-15,787,64.18,2026-03-08,2999,55,SAV-81345,20208,2026-03-18,2026-03-20,NA
East West Bank,EWB-1000350,Specialty,FHLMC,Borrower 350,"3497 Main St, Unit 42",Commercial & Multi-Family (5+ Units),CE1,GA,4,M,Donald Martinez,2023-08-21,2053-08-13,2026-04-21,3561,Current,0,305757,0,433707,2023-07-22,473116,2024-12-18,724,64.63,2026-03-06,3766,458,SAV-96484,18309,2026-03-16,2026-03-21,NA
East West Bank,EWB-1000351,Equity,FNMA,Borrower 351,"5597 Main St, Unit 14",Commercial & Multi-Family (5+ Units),SP1,NY,1,REO,Robert Brown,2022-02-18,2052-02-11,2026-04-21,4722,Current,0,445984,0,495114,2022-01-19,479944,2024-04-06,629,92.92,2026-02-26,1683,199,SAV-96443,17407,2026-03-08,2026-03-18,Y
East West Bank,EWB-1000352,Lot Loan,FNMA,Borrower 352,"5637 Main St, Unit 31",Residential Property (1-4 Units),CR1,WA,4,FC,Matthew Moore,2023-07-13,2053-07-05,2026-04-21,2550,60-Day Delinquent,60,1133031,0,1196914,2023-06-13,1135442,2025-03-09,760,99.79,2026-02-12,3682,437,SAV-30237,22572,2026-03-14,2026-03-17,N
East West Bank,EWB-1000353,Construction,FHLMC,Borrower 353,"3042 Main St, Unit 35",Residential Property (1-4 Units),CR1,MA,3,LOSS,Jessica Taylor,2022-12-17,2052-12-09,2026-04-21,3838,90-Day Delinquent,90,735980,1596,1121129,2022-11-17,1028421,2024-08-12,594,71.56,2026-03-16,2338,244,SAV-39464,30676,2026-03-15,2026-03-17,N
East West Bank,EWB-1000354,Equity,EWB-INT,Borrower 354,"9089 Main St, Unit 26",Commercial & Multi-Family (5+ Units),SP1,IL,1,SII,Sarah Jenkins,2023-09-01,2053-08-24,2026-04-21,1846,Current,0,381684,0,668349,2023-08-02,795987,2024-11-23,815,47.95,2026-03-21,3542,83,SAV-99081,30978,2026-03-20,2026-03-17,N
East West Bank,EWB-1000355,Conventional,PRIV,Borrower 355,"6535 Main St, Unit 1",Commercial & Multi-Family (5+ Units),CS1,MA,4,LEG,James Miller,2022-02-27,2052-02-20,2026-04-21,2134,Current,0,1013485,0,1469432,2022-01-28,1590055,2024-04-14,793,63.74,2026-02-16,3014,361,SAV-17105,46291,2026-03-17,2026-03-20,Y
East West Bank,EWB-1000356,Construction,FNMA,Borrower 356,"5067 Main St, Unit 23",Residential Property (1-4 Units),SP1,VA,3,REO,Jessica Taylor,2023-11-19,2053-11-11,2026-04-21,1343,Current,0,501927,0,991047,2023-10-20,1137751,2024-07-17,643,44.12,2026-02-02,1685,37,SAV-39551,15423,2026-03-16,2026-03-20,N
East West Bank,EWB-1000357,Specialty,EWB-INT,Borrower 357,"8134 Main St, Unit 13",Commercial & Multi-Family (5+ Units),LC1,IL,3,LEG,Jessica Taylor,2022-09-16,2052-09-08,2026-04-21,2766,Current,0,1103673,0,1194244,2022-08-17,1502090,2025-05-23,674,73.48,2026-02-22,1858,60,SAV-71808,19058,2026-03-09,2026-03-21,NA
East West Bank,EWB-1000358,Construction,FHLMC,Borrower 358,"4791 Main St, Unit 34",Commercial & Multi-Family (5+ Units),CR1,IL,1,REO,David Rodriguez,2023-04-10,2053-04-02,2026-04-21,1110,30-Day Delinquent,30,1023985,0,1204730,2023-03-11,1169455,2025-04-26,796,87.56,2026-01-26,2008,15,SAV-54723,3496,2026-03-09,2026-03-17,NA
East West Bank,EWB-1000359,ARM,EWB-INT,Borrower 359,"9150 Main St, Unit 14",Residential Property (1-4 Units),SP1,NY,1,DIS,Sandra Garcia,2023-01-24,2053-01-16,2026-04-21,1421,90-Day Delinquent,90,332095,1515,432725,2022-12-25,521252,2024-12-23,846,63.71,2026-02-08,2378,262,SAV-83575,45038,2026-03-08,2026-03-20,N
East West Bank,EWB-1000360,Lot Loan,FNMA,Borrower 360,"9539 Main St, Unit 3",Commercial & Multi-Family (5+ Units),LC1,TX,4,M,Lisa Williams,2023-12-27,2053-12-19,2026-04-21,4224,Current,0,1089869,0,1238075,2023-11-27,1133487,2026-01-06,739,96.15,2026-02-02,2723,378,SAV-42572,12839,2026-03-08,2026-03-20,NA
East West Bank,EWB-1000361,Conventional,FNMA,Borrower 361,"7865 Main St, Unit 18",Commercial & Multi-Family (5+ Units),SP1,FL,4,REO,Matthew Moore,2022-10-03,2052-09-25,2026-04-21,4346,Current,0,1273661,0,1496208,2022-09-03,1741004,2025-06-24,581,73.16,2026-01-21,2089,241,SAV-53999,16937,2026-03-13,2026-03-21,N
East West Bank,EWB-1000362,Foreign National,EWB-INT,Borrower 362,"1187 Main St, Unit 16",Residential Property (1-4 Units),CE1,MA,2,PIF,Barbara Taylor,2022-05-07,2052-04-29,2026-04-21,3104,Current,0,938429,0,1048792,2022-04-07,1069852,2024-07-12,695,87.72,2026-02-03,2344,214,SAV-27602,39180,2026-03-10,2026-03-19,Y
East West Bank,EWB-1000363,Construction,EWB-INT,Borrower 363,"1147 Main St, Unit 10",Residential Property (1-4 Units),HE1,WA,2,M,Joseph White,2023-12-05,2053-11-27,2026-04-21,2325,Current,0,681472,0,828758,2023-11-05,821509,2025-11-23,753,82.95,2026-03-08,2961,490,SAV-42307,11474,2026-03-09,2026-03-17,Y
East West Bank,EWB-1000364,Lot Loan,FHLMC,Borrower 364,"4276 Main St, Unit 46",Commercial & Multi-Family (5+ Units),CR1,GA,4,TRNS,Linda Garcia,2022-02-26,2052-02-19,2026-04-21,2598,30-Day Delinquent,30,644141,0,801406,2022-01-27,797370,2025-11-07,702,80.78,2026-01-29,2035,335,SAV-34068,40849,2026-03-08,2026-03-18,N
East West Bank,EWB-1000365,Equity,PRIV,Borrower 365,"1898 Main St, Unit 31",Commercial & Multi-Family (5+ Units),CS1,TX,4,M,Charles Wilson,2022-08-15,2052-08-07,2026-04-21,4169,Current,0,846983,0,910581,2022-07-16,879575,2025-12-10,802,96.29,2026-02-02,2111,249,SAV-10712,47420,2026-03-08,2026-03-19,NA
East West Bank,EWB-1000366,Construction,FNMA,Borrower 366,"4496 Main St, Unit 1",Residential Property (1-4 Units),CR1,WA,1,M,James Miller,2022-09-03,2052-08-26,2026-04-21,3335,Current,0,305145,0,477025,2022-08-04,487307,2025-06-02,757,62.62,2026-03-21,1587,338,SAV-15207,22580,2026-03-16,2026-03-18,N
East West Bank,EWB-1000367,Conventional,EWB-INT,Borrower 367,"1276 Main St, Unit 49",Commercial & Multi-Family (5+ Units),HE1,GA,4,BK,Charles Wilson,2022-06-26,2052-06-18,2026-04-21,2286,30-Day Delinquent,30,828543,0,1093187,2022-05-27,1070836,2025-04-09,690,77.37,2026-03-13,2738,278,SAV-54428,23085,2026-03-12,2026-03-17,NA
East West Bank,EWB-1000368,ARM,GNMA,Borrower 368,"2638 Main St, Unit 25",Commercial & Multi-Family (5+ Units),CS1,WA,2,PIF,Sandra Garcia,2023-02-24,2053-02-16,2026-04-21,1904,60-Day Delinquent,60,283028,0,307702,2023-01-25,280187,2024-11-19,663,101.01,2026-03-19,3598,36,SAV-56381,21171,2026-03-19,2026-03-20,NA
East West Bank,EWB-1000369,Construction,FHLMC,Borrower 369,"2025 Main St, Unit 8",Residential Property (1-4 Units),SP1,MA,2,FC,Nancy Jackson,2023-09-05,2053-08-28,2026-04-21,3234,Current,0,1111945,0,1472373,2023-08-06,1816262,2025-04-13,601,61.22,2026-03-15,2814,230,SAV-71131,29439,2026-03-22,2026-03-22,Y
East West Bank,EWB-1000370,Lot Loan,GNMA,Borrower 370,"8419 Main St, Unit 21",Residential Property (1-4 Units),HE1,NY,3,LEG,Sarah Jenkins,2023-11-10,2053-11-02,2026-04-21,4586,Current,0,163732,0,248818,2023-10-11,264312,2025-10-17,767,61.95,2026-02-19,2330,197,SAV-95086,32085,2026-03-08,2026-03-18,N
East West Bank,EWB-1000371,Construction,FHLMC,Borrower 371,"311 Main St, Unit 39",Commercial & Multi-Family (5+ Units),CE1,FL,3,PIF,Donald Martinez,2022-10-07,2052-09-29,2026-04-21,2613,30-Day Delinquent,30,401310,0,523706,2022-09-07,564395,2026-02-09,666,71.1,2026-02-07,2260,362,SAV-91587,27073,2026-03-18,2026-03-19,N
East West Bank,EWB-1000372,Lot Loan,EWB-INT,Borrower 372,"679 Main St, Unit 7",Residential Property (1-4 Units),LC1,IL,1,BK,Jessica Taylor,2022-06-01,2052-05-24,2026-04-21,4655,30-Day Delinquent,30,675744,0,1331208,2022-05-02,1627789,2025-04-26,822,41.51,2026-03-19,2489,362,SAV-21348,45642,2026-03-17,2026-03-21,NA
East West Bank,EWB-1000373,Specialty,FHLMC,Borrower 373,"6338 Main St, Unit 4",Residential Property (1-4 Units),CR1,WA,4,DIS,Charles Wilson,2023-03-13,2053-03-05,2026-04-21,3518,Current,0,712832,0,1349670,2023-02-11,1655715,2025-03-02,752,43.05,2026-03-10,3253,331,SAV-81078,9854,2026-03-15,2026-03-18,N
East West Bank,EWB-1000374,Foreign National,EWB-INT,Borrower 374,"725 Main St, Unit 29",Commercial & Multi-Family (5+ Units),CR1,WA,2,PIF,Lisa Williams,2023-02-11,2053-02-03,2026-04-21,2041,Current,0,537107,0,784486,2023-01-12,1007663,2025-04-18,762,53.3,2026-02-17,1592,137,SAV-26178,49362,2026-03-08,2026-03-20,N
East West Bank,EWB-1000375,ARM,EWB-INT,Borrower 375,"3351 Main St, Unit 22",Residential Property (1-4 Units),CR1,MA,1,FC,Matthew Moore,2023-07-29,2053-07-21,2026-04-21,3666,Current,0,226780,0,370971,2023-06-29,360080,2024-07-07,790,62.98,2026-02-21,2179,291,SAV-74002,39865,2026-03-10,2026-03-22,Y
East West Bank,EWB-1000376,Conventional,PRIV,Borrower 376,"2628 Main St, Unit 27",Commercial & Multi-Family (5+ Units),CS1,IL,3,PIF,Joseph White,2023-07-07,2053-06-29,2026-04-21,1764,Current,0,1116148,0,1181519,2023-06-07,1535475,2025-04-15,638,72.69,2026-02-10,2218,116,SAV-18470,9487,2026-03-09,2026-03-22,NA
East West Bank,EWB-1000377,Foreign National,FNMA,Borrower 377,"3736 Main St, Unit 30",Residential Property (1-4 Units),CS1,GA,3,M,Thomas Thompson,2023-10-12,2053-10-04,2026-04-21,4891,30-Day Delinquent,30,287166,0,375314,2023-09-12,474732,2024-12-03,672,60.49,2026-02-23,1363,276,SAV-13558,6705,2026-03-08,2026-03-20,Y
East West Bank,EWB-1000378,Construction,FHLMC,Borrower 378,"3229 Main St, Unit 50",Commercial & Multi-Family (5+ Units),CR1,NY,4,BK,Susan Martinez,2023-04-30,2053-04-22,2026-04-21,1696,Current,0,476655,0,666998,2023-03-31,679148,2025-03-26,792,70.18,2026-01-23,2662,467,SAV-14005,40266,2026-03-16,2026-03-22,NA
East West Bank,EWB-1000379,Construction,FNMA,Borrower 379,"5863 Main St, Unit 43",Commercial & Multi-Family (5+ Units),CS1,CA,2,SII,Linda Garcia,2022-02-06,2052-01-30,2026-04-21,2393,30-Day Delinquent,30,234020,0,282028,2022-01-07,323886,2026-01-28,583,72.25,2026-01-22,3588,473,SAV-80059,20475,2026-03-07,2026-03-17,N
East West Bank,EWB-1000380,Construction,EWB-INT,Borrower 380,"9758 Main St, Unit 50",Commercial & Multi-Family (5+ Units),LC1,VA,2,M,Sarah Jenkins,2023-10-20,2053-10-12,2026-04-21,1792,30-Day Delinquent,30,579674,0,776045,2023-09-20,844646,2024-09-07,731,68.63,2026-02-14,3567,181,SAV-89776,45420,2026-03-07,2026-03-21,N
East West Bank,EWB-1000381,ARM,EWB-INT,Borrower 381,"3892 Main St, Unit 3",Residential Property (1-4 Units),SP1,MA,4,PIF,Sarah Jenkins,2023-09-19,2053-09-11,2026-04-21,4649,Current,0,237012,0,416847,2023-08-20,468975,2024-06-14,829,50.54,2026-02-19,2001,356,SAV-17596,36437,2026-03-10,2026-03-17,Y
East West Bank,EWB-1000382,ARM,PRIV,Borrower 382,"2551 Main St, Unit 26",Commercial & Multi-Family (5+ Units),CE1,TX,4,M,Margaret Harris,2022-09-22,2052-09-14,2026-04-21,1511,30-Day Delinquent,30,803466,0,1145043,2022-08-23,1080922,2024-07-23,841,74.33,2026-01-30,2810,361,SAV-93344,39529,2026-03-11,2026-03-17,N
East West Bank,EWB-1000383,Construction,GNMA,Borrower 383,"6314 Main St, Unit 38",Residential Property (1-4 Units),LC1,FL,2,LEG,Margaret Harris,2023-06-25,2053-06-17,2026-04-21,4178,30-Day Delinquent,30,225892,0,429922,2023-05-26,466130,2025-08-19,825,48.46,2026-01-26,1663,412,SAV-73551,12449,2026-03-20,2026-03-22,N
East West Bank,EWB-1000384,Lot Loan,FHLMC,Borrower 384,"7191 Main St, Unit 36",Commercial & Multi-Family (5+ Units),LC1,IL,1,LOSS,Margaret Harris,2023-02-05,2053-01-28,2026-04-21,2877,Current,0,357631,0,399474,2023-01-06,422502,2025-06-29,597,84.65,2026-02-19,1391,127,SAV-26968,45565,2026-03-08,2026-03-22,N
East West Bank,EWB-1000385,Specialty,EWB-INT,Borrower 385,"5982 Main St, Unit 14",Commercial & Multi-Family (5+ Units),CE1,NJ,1,TRNS,John Smith,2022-05-21,2052-05-13,2026-04-21,4261,30-Day Delinquent,30,617059,0,1021310,2022-04-21,1045648,2024-09-19,679,59.01,2026-03-18,2374,223,SAV-42554,31019,2026-03-08,2026-03-17,Y
East West Bank,EWB-1000386,Specialty,FHLMC,Borrower 386,"2070 Main St, Unit 25",Commercial & Multi-Family (5+ Units),SP1,NJ,1,REO,Thomas Thompson,2024-01-01,2053-12-24,2026-04-21,4839,90-Day Delinquent,90,1001718,1648,1079065,2023-12-02,1274123,2024-09-13,581,78.62,2026-02-07,1761,340,SAV-34402,3221,2026-03-13,2026-03-22,Y
East West Bank,EWB-1000387,Conventional,FNMA,Borrower 387,"3571 Main St, Unit 20",Commercial & Multi-Family (5+ Units),HE1,TX,2,M,Michael Chen,2022-08-15,2052-08-07,2026-04-21,4761,Current,0,829079,0,1374613,2022-07-16,1750774,2024-08-17,690,47.35,2026-03-12,2901,400,SAV-78464,7511,2026-03-12,2026-03-20,NA
East West Bank,EWB-1000388,Lot Loan,EWB-INT,Borrower 388,"3307 Main St, Unit 49",Residential Property (1-4 Units),LC1,GA,4,M,James Miller,2023-06-18,2053-06-10,2026-04-21,3569,Current,0,783002,0,1495766,2023-05-19,1353949,2025-11-29,709,57.83,2026-03-22,2358,118,SAV-45637,14265,2026-03-19,2026-03-17,N
East West Bank,EWB-1000389,Equity,PRIV,Borrower 389,"6265 Main St, Unit 34",Residential Property (1-4 Units),CS1,NY,2,TRNS,Karen Anderson,2022-03-24,2052-03-16,2026-04-21,2802,Current,0,1193881,0,1300096,2022-02-22,1527838,2026-01-24,645,78.14,2026-02-22,3272,40,SAV-33097,35948,2026-03-21,2026-03-22,NA
East West Bank,EWB-1000390,ARM,PRIV,Borrower 390,"1197 Main St, Unit 48",Commercial & Multi-Family (5+ Units),HE1,NJ,2,FC,Linda Garcia,2022-08-21,2052-08-13,2026-04-21,3609,90-Day Delinquent,90,960279,2843,1186548,2022-07-22,1224839,2024-11-29,743,78.4,2026-02-04,2405,94,SAV-22894,1455,2026-03-18,2026-03-20,NA
East West Bank,EWB-1000391,Construction,FNMA,Borrower 391,"6365 Main St, Unit 15",Residential Property (1-4 Units),SP1,NY,3,TRNS,Thomas Thompson,2022-05-04,2052-04-26,2026-04-21,1744,90-Day Delinquent,120,494448,489,907038,2022-04-04,845583,2025-05-10,589,58.47,2026-03-16,3309,388,SAV-53023,43770,2026-03-09,2026-03-21,NA
East West Bank,EWB-1000392,Equity,EWB-INT,Borrower 392,"7079 Main St, Unit 26",Commercial & Multi-Family (5+ Units),CE1,VA,4,TRNS,Robert Brown,2022-09-19,2052-09-11,2026-04-21,1840,Current,0,1062432,0,1192377,2022-08-20,1532602,2024-06-26,845,69.32,2026-03-15,1441,9,SAV-35319,10789,2026-03-11,2026-03-17,N
East West Bank,EWB-1000393,Foreign National,GNMA,Borrower 393,"4121 Main St, Unit 43",Residential Property (1-4 Units),CR1,WA,2,LEG,John Smith,2023-01-01,2052-12-24,2026-04-21,1996,30-Day Delinquent,30,700218,0,1218392,2022-12-02,1246983,2025-06-09,712,56.15,2026-01-21,3086,29,SAV-27323,3373,2026-03-17,2026-03-18,N
East West Bank,EWB-1000394,Foreign National,GNMA,Borrower 394,"662 Main St, Unit 29",Residential Property (1-4 Units),CR1,GA,2,FC,Joseph White,2023-02-10,2053-02-02,2026-04-21,4796,Current,0,593634,0,1156080,2023-01-11,1086354,2025-04-14,643,54.64,2026-03-10,3525,186,SAV-78999,47887,2026-03-18,2026-03-17,NA
East West Bank,EWB-1000395,Equity,FNMA,Borrower 395,"9781 Main St, Unit 3",Commercial & Multi-Family (5+ Units),CS1,NJ,3,REO,David Rodriguez,2022-08-27,2052-08-19,2026-04-21,2091,Current,0,197323,0,366184,2022-07-28,456665,2025-11-06,754,43.21,2026-03-03,1061,67,SAV-43421,47589,2026-03-18,2026-03-17,N
East West Bank,EWB-1000396,Conventional,FHLMC,Borrower 396,"5400 Main St, Unit 43",Commercial & Multi-Family (5+ Units),CE1,CA,3,TRNS,Daniel Martin,2023-01-07,2052-12-30,2026-04-21,2902,30-Day Delinquent,30,214432,0,242324,2022-12-08,264309,2025-04-22,699,81.13,2026-02-12,1609,257,SAV-67135,31915,2026-03-22,2026-03-20,Y
East West Bank,EWB-1000397,Lot Loan,GNMA,Borrower 397,"5479 Main St, Unit 22",Residential Property (1-4 Units),HE1,NJ,2,TRNS,Richard Davis,2023-12-27,2053-12-19,2026-04-21,1476,60-Day Delinquent,60,526910,0,610494,2023-11-27,565651,2024-06-11,830,93.15,2026-02-20,1953,174,SAV-78634,47973,2026-03-15,2026-03-21,NA
East West Bank,EWB-1000398,Specialty,GNMA,Borrower 398,"6686 Main St, Unit 34",Commercial & Multi-Family (5+ Units),CE1,MA,3,SII,Sarah Jenkins,2024-01-02,2053-12-25,2026-04-21,4270,Current,0,1032123,0,1087841,2023-12-03,1395651,2025-03-24,709,73.95,2026-03-15,1501,431,SAV-32314,41666,2026-03-10,2026-03-17,N
East West Bank,EWB-1000399,Foreign National,FHLMC,Borrower 399,"2862 Main St, Unit 6",Residential Property (1-4 Units),SP1,NY,3,TRNS,Richard Davis,2023-04-13,2053-04-05,2026-04-21,1512,Current,0,753658,0,896788,2023-03-14,932328,2026-02-01,580,80.84,2026-03-22,3370,48,SAV-70823,17260,2026-03-16,2026-03-18,NA
East West Bank,EWB-1000400,Foreign National,EWB-INT,Borrower 400,"4802 Main St, Unit 24",Residential Property (1-4 Units),CE1,GA,4,REO,Susan Martinez,2022-08-14,2052-08-06,2026-04-21,3713,Current,0,291505,0,367285,2022-07-15,380661,2024-10-24,824,76.58,2026-02-06,3496,85,SAV-61883,29362,2026-03-21,2026-03-18,NA
East West Bank,EWB-1000401,Specialty,FNMA,Borrower 401,"1205 Main St, Unit 8",Residential Property (1-4 Units),LC1,FL,1,TRNS,Daniel Martin,2023-10-27,2053-10-19,2026-04-21,1470,Current,0,1016593,0,1359504,2023-09-27,1482946,2024-04-01,785,68.55,2026-02-28,2149,490,SAV-32278,3763,2026-03-10,2026-03-19,NA
East West Bank,EWB-1000402,Lot Loan,EWB-INT,Borrower 402,"1822 Main St, Unit 23",Residential Property (1-4 Units),CR1,NY,2,SII,Thomas Thompson,2023-03-18,2053-03-10,2026-04-21,4234,30-Day Delinquent,30,1194900,0,1447076,2023-02-16,1785625,2025-06-24,795,66.92,2026-02-22,2087,226,SAV-99853,3584,2026-03-19,2026-03-19,Y
East West Bank,EWB-1000403,Equity,PRIV,Borrower 403,"3807 Main St, Unit 28",Residential Property (1-4 Units),CS1,VA,2,REO,Joseph White,2022-06-13,2052-06-05,2026-04-21,3352,30-Day Delinquent,30,841361,0,1395309,2022-05-14,1331385,2025-07-19,764,63.19,2026-03-16,1660,164,SAV-95824,4951,2026-03-15,2026-03-21,Y
East West Bank,EWB-1000404,Foreign National,FHLMC,Borrower 404,"893 Main St, Unit 42",Residential Property (1-4 Units),CS1,MA,3,REO,Robert Brown,2022-06-02,2052-05-25,2026-04-21,3537,Current,0,760252,0,1205146,2022-05-03,1245955,2025-08-27,730,61.02,2026-02-04,3801,178,SAV-91008,13330,2026-03-15,2026-03-20,Y
